"","name_of_sat","country_of_contractor","users","purpose","class_of_orbit","launch_site","GEO","LEO","MEO","Guiana","Baikonur","Cape","Vandenberg","Xichang","Commercial","Government","Military","Civil","Communication","EObs","TechDev","GPS","SpScience","TechDemo","Martime"
"970","USA 179","USA","Military","Communications","Elliptical","Cape Canaveral",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"971","USA 198","USA","Military","Communications","Elliptical","Cape Canaveral",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"972","USA 227","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"973","USA 236","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"974","USA 252","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"975","SEEDS 2","Japan","Civil","Technology Development","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"976","Sentinel 1A","Italy","Government","Earth Observation","LEO","Guiana Space Center",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"977","Sentinel 1B","France","Government","Earth Observation","LEO","Guiana Space Center",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"978","Sentinel 2A","France/UK/Germany","Government","Earth Observation","LEO","Guiana Space Center",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"979","Sentinel 3A","France","Government","Earth Observation","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"980","SES-1","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"981","SES-2","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"982","SES-3","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"983","SES-4","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"984","SES-5","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"985","SES-6","France/UK/Germany","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"986","SES-7","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"987","SES-8","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"988","SES-9","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"989","Shijian 11 01","China","Government","Space Science","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"990","Shijian 11 02","China","Government","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"991","Shijian 11 03","China","Government","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"992","Shijian 11 05","China","Government","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"993","Shijian 11 06","China","Government","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"994","Shijian 11 07","China","Government","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"995","Shijian 11 08","China","Government","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"996","Shijian 12","China","Government","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"997","Shijian 15","China","Government","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"998","Shijian 16 01","China","Government","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"999","Shijian 16 02","China","Government","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1000","Shijian 6A","China","Government","Space Science","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1001","Shijian 6B","China","Government","Space Science","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1002","Shijian 6C","China","Government","Space Science","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1003","Shijian 6D","China","Government","Space Science","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1004","Shijian 6E","China","Government","Space Science","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1005","Shijian 6F","China","Government","Space Science","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1006","Shijian 6G","China","Government","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1007","Shijian 6H","China","Government","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1008","Shijian 7","China","Government","Space Science","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1009","Shijian 9A","China","Government","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1010","Shijian 9B","China","Government","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1011","Shiyan 1","China","Government","Earth Observation","LEO","Xichang Satellite Launch Center",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1012","Shiyan 3","China","Government","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1013","Shiyan 4","China","Government","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1014","Shiyan 5","China","Government","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1015","Shiyan 7","China","Military","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1016","Sicral 1A","Italy","Military","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1017","Sicral 2/Syracuse 3C","France/Italy","Military","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1018","Sinah-1","Russia","Government","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"1019","SINOD D-1","USA","Commercial","Technology Demonstration","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1020","SINOD D-3","USA","Commercial","Technology Demonstration","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1021","Sinosat-6","China","Commercial","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"1022","Sirius-1 (SD Radio 1)","USA","Commercial","Communications","Elliptical","Baikonur Cosmodrome",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1023","Sirius 2 (SD Radio 2)","USA","Commercial","Communications","Elliptical","Baikonur Cosmodrome",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1024","Sirius 3 (SD Radio 3)","USA","Commercial","Communications","Elliptical","Baikonur Cosmodrome",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1025","Sirius 4","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1026","Sirius FM-5","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1027","Sirius FM-6","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1028","Sirius XM-5","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1029","Sky Mexico-1","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1030","Skynet 4C","France/UK/Germany","Military","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1031","Skynet 4E","France/UK/Germany","Military","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1032","Skynet 4F","France/UK/Germany","Military","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1033","Skynet 5A","France/UK/Germany","Military","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1034","Skynet 5B","France/UK/Germany","Military","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1035","Skynet 5C","United Kingdom","Military","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1036","Skynet 5D","United Kingdom","Military","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1037","SkySat-1","USA","Commercial","Earth Observation","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1038","SkySat-2","USA","Commercial","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1039","SkySat-3","USA","Commercial","Earth Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1040","SkyTerra 1","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1041","USA 119","USA","Military","Communications","Elliptical","Vandenberg AFB",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"1042","SMAP","USA","Government","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1043","SMDC-ONE 1.1","USA","Military","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"1044","SMDC-ONE 1.2","USA","Military","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"1045","SMDC-ONE 2.3","USA","Military","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"1046","SMDC-ONE 2.4","USA","Military","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"1047","SMOS","France","Government","Earth Observation","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1048","SNaP-3 Alice","USA","Military","Technology Development","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"1049","SNaP-3 Eddie","USA","Military","Technology Development","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"1050","SNaP-3 Jimi","USA","Military","Technology Development","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"1051","SNaP-3-1","USA","Military","Communications","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"1052","SOlar Radiation and Climate Experiment (SORCE)","USA","Government/Civil","Space Science","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"1053","Spaceway 3","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1054","Spaceway F2","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1055","Spainsat","USA","Military","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1056","Spektr-R/RadioAstron","Russia","Government","Space Science","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1057","SPIRALE-A","France","Military","Technology Development","Elliptical","Guiana Space Center",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1058","SPIRALE-B","France","Military","Technology Development","Elliptical","Guiana Space Center",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1059","Spot 6","France/UK/Germany","Commercial","Earth Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1060","Spot 7","France/UK/Germany","Commercial","Earth Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1061","SRMSat","India","Civil","Technology Development","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1062","SSOT","France","Government/Military","Earth Observation","LEO","Guiana Space Center",0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1063","ST-2","Japan","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1064","Star 1 C1","France","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1065","Star 1 C2","France","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1066","Star 1 C3","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1067","Star 1 C4","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1068","STRaND-1","UK","Commercial","Technology Development","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1069","Cosmos 2385","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1070","Cosmos 2386","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1071","Cosmos 2390","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1072","Cosmos 2391","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1073","Cosmos 2400","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1074","Cosmos 2401","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1075","Cosmos 2408","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1076","Cosmos 2409","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1077","STSat-3","South Korea","Government","Technology Development","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1078","USA 205","USA","Military","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"1079","USA 208","USA","Military","Technology Development","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"1080","USA 209","USA","Military","Technology Development","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"1081","Superbird 7","Japan","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1082","Superbird-B2","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1083","Swayam","India","Civil","Technology Development","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1084","SWARM-A","France","Government","Earth Observation","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1085","SWARM-B","France","Government","Earth Observation","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1086","SWARM-C","France","Government","Earth Observation","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1087","Swift","USA","Government/Civil","Space Science","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"1088","SwissCube","Switzerland","Civil","Technology Development","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1089","Syracuse 3A","France/Italy","Military","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1090","Syracuse 3B","France/Italy","Military","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1091","TacSat 6","USA","Military","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"1092","TanDEM-X","France/UK/Germany/Spain","Government","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1093","Tango","International","Government","Space Science","Elliptical","Baikonur Cosmodrome",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1094","TDRS-10","USA","Government","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1095","TDRS-11","USA","Government","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1096","TDRS-12","USA","Government","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1097","TDRS-3","USA","Government","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1098","TDRS-5","USA","Government/Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"1099","TDRS-6","USA","Government/Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"1100","TDRS-7","USA","Government","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1101","TDRS-8","USA","Government","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1102","TDRS-9","USA","Government","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"1103","TechDemoSat-1","United Kingdom","Government","Technology Development","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1104","TecSAR","Israel","Military","Earth Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1105","TeLEOS 1","Singapore","Commercial","Earth Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1106","Telkom 1","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1107","Telkom 2","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1108","Telstar 12","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1109","Telstar 14R","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1110","TerraSAR X 1","France/UK/Germany/Spain","Government/Commercial","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"1111","TerraStar 1","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1112","TET-1","Germany","Commercial","Technology Development","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1113","Thaicom-4","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1114","Thaicom-5","France","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1115","Thaicom-6","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1116","Thaicom-8","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1117","THEMIS A","USA","Government/Civil","Space Science","Elliptical","Cape Canaveral",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"1118","THEMIS D","USA","Government/Civil","Space Science","Elliptical","Cape Canaveral",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"1119","THEMIS E","USA","Government/Civil","Space Science","Elliptical","Cape Canaveral",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"1120","Theos","France","Government","Earth Observation","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1121","Thor-3","USA","Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1122","Thor-5","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1123","Thor-6","France/Italy","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1124","Thor-7","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1125","Tiangong-1","China","Government","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1126","Tianhui 1-01","China","Government","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1127","Tianhui 1-02","China","Government","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1128","Tianhui 1-03","China","Government","Earth Observation","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1129","TianLian 1","China","Government","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"1130","TianLian 2","China","Government","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"1131","TianLian 3","China","Government","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"1132","Tiantuo-2","China","Government","Earth Observation/Communications","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"1133","Tiantuo-3","China","Government","Technology Development","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1134","TW-1A","China","Civil","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1135","TW-1B","China","Civil","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1136","TW-1C","China","Civil","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1137","TIGRISat","Italy","Civil","Earth Observation","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1138","TIMED","USA","Government/Civil","Space Science","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"1139","TISat-1","Switzerland","Civil","Technology Development","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1140","TJS-1","China","Government","Technology Development","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"1141","TKSat-1","China","Government","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"1142","USA 136","USA","Military","Earth Observation","Elliptical","Cape Canaveral",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1143","Cosmos 2428","Ukraine","Military","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1144","TSUBAME","Japan","Civil","Earth Observation","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1145","TUGSat-1","Canada","Civil","Technology Development","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1146","Turkmen Alem 52E/MonacoSAT","France/Italy","Government/Commercial","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
